ncessch,ncesag,county,zip,locale,title1_status,total_n,fr_lnch_n,red_lnch_n,pupil_tch_ratio,ipr_est,leaid,st_schid,lea_name,lea_cwiftest,sch_name,p_american_indian_alaska_native,p_asian,p_native_hawaiian_pacific_islander,p_black_african_american,p_hispanic_latino,p_white,p_multiracial,fr_lnch_prop,red_lnch_prop,enrl_grd,percent_level_4,percent_level_3,percent_level_2,percent_level_1,sch_percent_level_4,sch_percent_level_3,sch_percent_level_2,sch_percent_level_1,under_25,under_50,under_75,under_100,under_200,over_200,percent_less_than_9th_grade,percent_high_school_graduate_or_higher,percent_bachelors_degree_or_higher,percent_associates_degree,percent_graduate_or_professional_degree,percent_bachelors_degree,percent_high_school_graduate,percent_9th_to_12th_grade_no_diploma,percent_some_college,median_income,median_rent
411140001381,4111400,Lake County,97638,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,224,139,17,12.4,229,4111400,1289,North Lake School District,0.81,North Lake School,0.00893,0.00446,0.00446,0.00446,0.09375,0.80804,0.07589,0.6205357142857143,0.07589285714285714,4,14.3,14.3,35.7,35.7,12.9,30.6,30.6,25.8,0.40625,0.375,0.21875,0,0,0,2.5,96,7.8,13,0,23.5,44,2.4,19.6,20501,647
411140001381,4111400,Lake County,97638,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,224,139,17,12.4,229,4111400,1289,North Lake School District,0.81,North Lake School,0.00893,0.00446,0.00446,0.00446,0.09375,0.80804,0.07589,0.6205357142857143,0.07589285714285714,5,15.8,21.1,26.3,36.8,12.9,30.6,30.6,25.8,0.40625,0.375,0.21875,0,0,0,2.5,96,7.8,13,0,23.5,44,2.4,19.6,20501,647
411140001381,4111400,Lake County,97638,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,224,139,17,12.4,229,4111400,1289,North Lake School District,0.81,North Lake School,0.00893,0.00446,0.00446,0.00446,0.09375,0.80804,0.07589,0.6205357142857143,0.07589285714285714,6,15,50,20,15,12.9,30.6,30.6,25.8,0.40625,0.375,0.21875,0,0,0,2.5,96,7.8,13,0,23.5,44,2.4,19.6,20501,647
411140001381,4111400,Lake County,97638,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,224,139,17,12.4,229,4111400,1289,North Lake School District,0.81,North Lake School,0.00893,0.00446,0.00446,0.00446,0.09375,0.80804,0.07589,0.6205357142857143,0.07589285714285714,7,5.9,29.4,29.4,35.3,12.9,30.6,30.6,25.8,0.40625,0.375,0.21875,0,0,0,2.5,96,7.8,13,0,23.5,44,2.4,19.6,20501,647
411140001381,4111400,Lake County,97638,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,224,139,17,12.4,229,4111400,1289,North Lake School District,0.81,North Lake School,0.00893,0.00446,0.00446,0.00446,0.09375,0.80804,0.07589,0.6205357142857143,0.07589285714285714,8,4.8,33.3,33.3,28.6,12.9,30.6,30.6,25.8,0.40625,0.375,0.21875,0,0,0,2.5,96,7.8,13,0,23.5,44,2.4,19.6,20501,647
410888000772,4108880,Marion County,97002,41-Rural: Fringe,6-Not eligible for either TAS or SWP,621,233,66,19.78,286,4108880,726,North Marion School District,0.914,North Marion High School,0.00647,0.01133,0.00162,0.00324,0.49191,0.46602,0.01942,0.3752012882447665,0.10628019323671498,NA,NA,NA,NA,NA,42.1,37.9,12.1,7.9,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888000771,4108880,Marion County,97002,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,403,191,52,17.52,292,4108880,724,North Marion School District,0.914,North Marion Intermediate School,0.00253,0.00505,0.00505,0,0.51768,0.42929,0.0404,0.4739454094292804,0.12903225806451613,3,12.8,22.2,25.6,39.3,14.8,25.9,21.4,37.9,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888000771,4108880,Marion County,97002,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,403,191,52,17.52,292,4108880,724,North Marion School District,0.914,North Marion Intermediate School,0.00253,0.00505,0.00505,0,0.51768,0.42929,0.0404,0.4739454094292804,0.12903225806451613,4,16.2,29.4,16.9,37.5,14.8,25.9,21.4,37.9,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888000771,4108880,Marion County,97002,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,403,191,52,17.52,292,4108880,724,North Marion School District,0.914,North Marion Intermediate School,0.00253,0.00505,0.00505,0,0.51768,0.42929,0.0404,0.4739454094292804,0.12903225806451613,5,15.2,25.5,22.1,37.2,14.8,25.9,21.4,37.9,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888001326,4108880,Marion County,97002,41-Rural: Fringe,6-Not eligible for either TAS or SWP,482,217,65,18.47,290,4108880,725,North Marion School District,0.914,North Marion Middle School,0,0.00638,0,0,0.50851,0.44681,0.0383,0.45020746887966806,0.13485477178423236,6,9.7,29,27.1,34.2,13.4,34.9,25.4,26.3,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888001326,4108880,Marion County,97002,41-Rural: Fringe,6-Not eligible for either TAS or SWP,482,217,65,18.47,290,4108880,725,North Marion School District,0.914,North Marion Middle School,0,0.00638,0,0,0.50851,0.44681,0.0383,0.45020746887966806,0.13485477178423236,7,15.4,37.8,23.1,23.8,13.4,34.9,25.4,26.3,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888001326,4108880,Marion County,97002,41-Rural: Fringe,6-Not eligible for either TAS or SWP,482,217,65,18.47,290,4108880,725,North Marion School District,0.914,North Marion Middle School,0,0.00638,0,0,0.50851,0.44681,0.0383,0.45020746887966806,0.13485477178423236,8,15.2,38,25.9,20.9,13.4,34.9,25.4,26.3,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410888001424,4108880,Marion County,97002,41-Rural: Fringe,5-Eligible for Title I SWP provides SWP program,375,169,51,18.29,294,4108880,3146,North Marion School District,0.914,North Marion Primary School,0,0.01072,0,0,0.5067,0.43968,0.0429,0.45066666666666666,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17100371747211895,0.21561338289962825,0.1579925650557621,0.12453531598513011,0.22862453531598512,0.10223048327137546,5.3,89.2,31.9,8.8,10.8,19.6,31.3,3.7,23.7,25685,879
410804000445,4108040,Jackson County,97501,13-City: Small,6-Not eligible for either TAS or SWP,1653,759,87,23,288,4108040,424,Medford School District,0.886,North Medford High School,0.00472,0.02006,0.01121,0.01357,0.24248,0.65428,0.05369,0.4591651542649728,0.05263157894736842,NA,NA,NA,NA,NA,32.4,39.9,18.8,8.9,0.2229470452801228,0.24865694551036072,0.17459708365310822,0.13737528779739064,0.17536454336147353,0.04105909439754413,6.9,83.8,17.8,6.7,6.7,10.5,29.2,10.4,30.4,25072,931
410591000460,4105910,Josephine County,97526,13-City: Small,5-Eligible for Title I SWP provides SWP program,800,444,91,22.86,296,4105910,438,Grants Pass School District,0.836,North Middle School,0.01269,0.00381,0,0.00254,0.16878,0.74746,0.06472,0.555,0.11375,6,19.4,33,26.9,20.7,22.9,39.1,21.7,16.3,0.27775819527670076,0.26542121959816706,0.17130771942192458,0.11314769122312301,0.1353542474444836,0.037010927035600986,2.9,90.8,18.1,10.3,7.5,10.4,31.1,8.3,30.6,21057,847
410591000460,4105910,Josephine County,97526,13-City: Small,5-Eligible for Title I SWP provides SWP program,800,444,91,22.86,296,4105910,438,Grants Pass School District,0.836,North Middle School,0.01269,0.00381,0,0.00254,0.16878,0.74746,0.06472,0.555,0.11375,7,25.8,42.7,14.6,16.9,22.9,39.1,21.7,16.3,0.27775819527670076,0.26542121959816706,0.17130771942192458,0.11314769122312301,0.1353542474444836,0.037010927035600986,2.9,90.8,18.1,10.3,7.5,10.4,31.1,8.3,30.6,21057,847
410591000460,4105910,Josephine County,97526,13-City: Small,5-Eligible for Title I SWP provides SWP program,800,444,91,22.86,296,4105910,438,Grants Pass School District,0.836,North Middle School,0.01269,0.00381,0,0.00254,0.16878,0.74746,0.06472,0.555,0.11375,8,23.1,40.9,24.3,11.7,22.9,39.1,21.7,16.3,0.27775819527670076,0.26542121959816706,0.17130771942192458,0.11314769122312301,0.1353542474444836,0.037010927035600986,2.9,90.8,18.1,10.3,7.5,10.4,31.1,8.3,30.6,21057,847
410002301243,4100023,Washington County,97133,41-Rural: Fringe,6-Not eligible for either TAS or SWP,391,71,20,20.07,393,4100023,1190,Hillsboro School District,1.053,North Plains Elementary School,0.00973,0.0365,0,0.01703,0.14355,0.7129,0.08029,0.1815856777493606,0.05115089514066496,3,27.9,27.9,26.2,18,24.8,35.6,24.3,15.3,0.12287334593572778,0.15689981096408318,0.13988657844990549,0.14366729678638943,0.31190926275992437,0.12476370510396975,1.4,94.6,42.5,6.3,15.4,16.6,24.4,7.9,25.9,34401,1183
410002301243,4100023,Washington County,97133,41-Rural: Fringe,6-Not eligible for either TAS or SWP,391,71,20,20.07,393,4100023,1190,Hillsboro School District,1.053,North Plains Elementary School,0.00973,0.0365,0,0.01703,0.14355,0.7129,0.08029,0.1815856777493606,0.05115089514066496,4,22.6,30.2,22.6,24.5,24.8,35.6,24.3,15.3,0.12287334593572778,0.15689981096408318,0.13988657844990549,0.14366729678638943,0.31190926275992437,0.12476370510396975,1.4,94.6,42.5,6.3,15.4,16.6,24.4,7.9,25.9,34401,1183
410002301243,4100023,Washington County,97133,41-Rural: Fringe,6-Not eligible for either TAS or SWP,391,71,20,20.07,393,4100023,1190,Hillsboro School District,1.053,North Plains Elementary School,0.00973,0.0365,0,0.01703,0.14355,0.7129,0.08029,0.1815856777493606,0.05115089514066496,5,34.1,46.3,14.6,4.9,24.8,35.6,24.3,15.3,0.12287334593572778,0.15689981096408318,0.13988657844990549,0.14366729678638943,0.31190926275992437,0.12476370510396975,1.4,94.6,42.5,6.3,15.4,16.6,24.4,7.9,25.9,34401,1183
410002301243,4100023,Washington County,97133,41-Rural: Fringe,6-Not eligible for either TAS or SWP,391,71,20,20.07,393,4100023,1190,Hillsboro School District,1.053,North Plains Elementary School,0.00973,0.0365,0,0.01703,0.14355,0.7129,0.08029,0.1815856777493606,0.05115089514066496,6,14.9,42.6,31.9,10.6,24.8,35.6,24.3,15.3,0.12287334593572778,0.15689981096408318,0.13988657844990549,0.14366729678638943,0.31190926275992437,0.12476370510396975,1.4,94.6,42.5,6.3,15.4,16.6,24.4,7.9,25.9,34401,1183
410894001135,4108940,Union County,97867,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,270,137,41,13.3,146,4108940,3365,North Powder School District,0.834,North Powder Charter School,0.00752,0,0,0.01128,0.14286,0.83835,0,0.5074074074074074,0.15185185185185185,3,18.8,12.5,18.8,50,20.3,32.3,22.8,24.7,0.22784810126582278,0.27848101265822783,0.25316455696202533,0.11392405063291139,0.12658227848101267,0,5.9,82.8,21.3,6.9,4,14.9,26.1,8.6,30.1,22733,746
410894001135,4108940,Union County,97867,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,270,137,41,13.3,146,4108940,3365,North Powder School District,0.834,North Powder Charter School,0.00752,0,0,0.01128,0.14286,0.83835,0,0.5074074074074074,0.15185185185185185,4,17.4,39.1,17.4,26.1,20.3,32.3,22.8,24.7,0.22784810126582278,0.27848101265822783,0.25316455696202533,0.11392405063291139,0.12658227848101267,0,5.9,82.8,21.3,6.9,4,14.9,26.1,8.6,30.1,22733,746
410894001135,4108940,Union County,97867,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,270,137,41,13.3,146,4108940,3365,North Powder School District,0.834,North Powder Charter School,0.00752,0,0,0.01128,0.14286,0.83835,0,0.5074074074074074,0.15185185185185185,5,5,40,25,30,20.3,32.3,22.8,24.7,0.22784810126582278,0.27848101265822783,0.25316455696202533,0.11392405063291139,0.12658227848101267,0,5.9,82.8,21.3,6.9,4,14.9,26.1,8.6,30.1,22733,746
410894001135,4108940,Union County,97867,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,270,137,41,13.3,146,4108940,3365,North Powder School District,0.834,North Powder Charter School,0.00752,0,0,0.01128,0.14286,0.83835,0,0.5074074074074074,0.15185185185185185,6,24.1,24.1,27.6,24.1,20.3,32.3,22.8,24.7,0.22784810126582278,0.27848101265822783,0.25316455696202533,0.11392405063291139,0.12658227848101267,0,5.9,82.8,21.3,6.9,4,14.9,26.1,8.6,30.1,22733,746
410894001135,4108940,Union County,97867,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,270,137,41,13.3,146,4108940,3365,North Powder School District,0.834,North Powder Charter School,0.00752,0,0,0.01128,0.14286,0.83835,0,0.5074074074074074,0.15185185185185185,7,13,30.4,30.4,26.1,20.3,32.3,22.8,24.7,0.22784810126582278,0.27848101265822783,0.25316455696202533,0.11392405063291139,0.12658227848101267,0,5.9,82.8,21.3,6.9,4,14.9,26.1,8.6,30.1,22733,746
410894001135,4108940,Union County,97867,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,270,137,41,13.3,146,4108940,3365,North Powder School District,0.834,North Powder Charter School,0.00752,0,0,0.01128,0.14286,0.83835,0,0.5074074074074074,0.15185185185185185,8,20,32,24,24,20.3,32.3,22.8,24.7,0.22784810126582278,0.27848101265822783,0.25316455696202533,0.11392405063291139,0.12658227848101267,0,5.9,82.8,21.3,6.9,4,14.9,26.1,8.6,30.1,22733,746
411082000818,4110820,Marion County,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,1827,1258,175,22.68,191,4110820,773,Salem-Keizer School District,0.902,North Salem High School,0.00743,0.01326,0.04138,0.01857,0.59045,0.28594,0.04297,0.6885604816639299,0.09578544061302682,NA,NA,NA,NA,NA,23.9,38.5,19.6,18,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
410690000481,4106900,Josephine County,97526,41-Rural: Fringe,6-Not eligible for either TAS or SWP,465,186,40,21.14,221,4106900,457,Three Rivers School District,0.836,North Valley High School,0.01073,0.00215,0,0,0.09657,0.79399,0.09657,0.4,0.08602150537634409,NA,NA,NA,NA,NA,40.6,34,16,9.4,0.27775819527670076,0.26542121959816706,0.17130771942192458,0.11314769122312301,0.1353542474444836,0.037010927035600986,2.9,90.8,18.1,10.3,7.5,10.4,31.1,8.3,30.6,21057,847
410900000750,4109000,Malheur County,97913,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,650,355,62,19.7,180,4109000,702,Nyssa School District,0.891,Nyssa Elementary School,0,0,0,0.00175,0.68301,0.29947,0.01576,0.5461538461538461,0.09538461538461539,3,11.8,18.8,23.5,45.9,16.2,24.2,21.9,37.7,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410900000750,4109000,Malheur County,97913,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,650,355,62,19.7,180,4109000,702,Nyssa School District,0.891,Nyssa Elementary School,0,0,0,0.00175,0.68301,0.29947,0.01576,0.5461538461538461,0.09538461538461539,4,20.7,28.3,20.7,30.4,16.2,24.2,21.9,37.7,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410900000750,4109000,Malheur County,97913,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,650,355,62,19.7,180,4109000,702,Nyssa School District,0.891,Nyssa Elementary School,0,0,0,0.00175,0.68301,0.29947,0.01576,0.5461538461538461,0.09538461538461539,5,15.9,25,21.6,37.5,16.2,24.2,21.9,37.7,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410900000752,4109000,Malheur County,97913,32-Town: Distant,6-Not eligible for either TAS or SWP,346,213,37,15.45,187,4109000,704,Nyssa School District,0.891,Nyssa High School,0,0.01149,0,0,0.6523,0.32471,0.01149,0.615606936416185,0.1069364161849711,NA,NA,NA,NA,NA,29.4,44.7,17.6,8.2,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410900000751,4109000,Malheur County,97913,32-Town: Distant,6-Not eligible for either TAS or SWP,263,160,28,15.38,196,4109000,703,Nyssa School District,0.891,Nyssa Middle School,0,0,0,0,0.62457,0.3413,0.03413,0.6083650190114068,0.10646387832699619,6,14.1,27.1,32.9,25.9,15.1,36.1,31,17.9,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410900000751,4109000,Malheur County,97913,32-Town: Distant,6-Not eligible for either TAS or SWP,263,160,28,15.38,196,4109000,703,Nyssa School District,0.891,Nyssa Middle School,0,0,0,0,0.62457,0.3413,0.03413,0.6083650190114068,0.10646387832699619,7,16.9,40.3,28.6,14.3,15.1,36.1,31,17.9,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410900000751,4109000,Malheur County,97913,32-Town: Distant,6-Not eligible for either TAS or SWP,263,160,28,15.38,196,4109000,703,Nyssa School District,0.891,Nyssa Middle School,0,0,0,0,0.62457,0.3413,0.03413,0.6083650190114068,0.10646387832699619,8,14.4,41.1,31.1,13.3,15.1,36.1,31,17.9,0.264,0.2773333333333333,0.192,0.12533333333333332,0.12533333333333332,0.016,14.8,75.2,12,9.4,3.9,5.9,31.7,9.2,29.3,19988,668
410723001378,4107230,Clackamas County,97035,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,572,56,6,18.42,632,4107230,1288,Lake Oswego School District,0.971,Oak Creek Elementary School,0.00351,0.2478,0.01054,0.00879,0.07557,0.53251,0.12127,0.0979020979020979,0.01048951048951049,3,56.8,20,17.9,5.3,55.3,24.7,13.6,6.4,0.10848861283643893,0.11718426501035197,0.115527950310559,0.10973084886128365,0.2811594202898551,0.2679089026915114,0.3,98.4,65.6,5.3,25.2,37.6,10.6,1.2,19.4,34855,1145
410723001378,4107230,Clackamas County,97035,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,572,56,6,18.42,632,4107230,1288,Lake Oswego School District,0.971,Oak Creek Elementary School,0.00351,0.2478,0.01054,0.00879,0.07557,0.53251,0.12127,0.0979020979020979,0.01048951048951049,4,64.7,18.6,9.8,6.9,55.3,24.7,13.6,6.4,0.10848861283643893,0.11718426501035197,0.115527950310559,0.10973084886128365,0.2811594202898551,0.2679089026915114,0.3,98.4,65.6,5.3,25.2,37.6,10.6,1.2,19.4,34855,1145
410723001378,4107230,Clackamas County,97035,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,572,56,6,18.42,632,4107230,1288,Lake Oswego School District,0.971,Oak Creek Elementary School,0.00351,0.2478,0.01054,0.00879,0.07557,0.53251,0.12127,0.0979020979020979,0.01048951048951049,5,43.9,35.7,13.3,7.1,55.3,24.7,13.6,6.4,0.10848861283643893,0.11718426501035197,0.115527950310559,0.10973084886128365,0.2811594202898551,0.2679089026915114,0.3,98.4,65.6,5.3,25.2,37.6,10.6,1.2,19.4,34855,1145
410112000672,4101120,Linn County,97322,13-City: Small,6-Not eligible for either TAS or SWP,309,134,23,20.06,311,4101120,643,Greater Albany School District,0.925,Oak Elementary School,0.00324,0,0,0.00324,0.11974,0.78641,0.08738,0.4336569579288026,0.0744336569579288,3,33.3,29.2,22.9,14.6,30.2,27.2,21,21.6,0.2363517489375613,0.2876757110166721,0.18666230794377248,0.13239620791108206,0.14220333442301406,0.014710689767898006,3.7,89.7,19.8,10.1,5.8,10.6,29.8,8.5,32.6,25461,888
410112000672,4101120,Linn County,97322,13-City: Small,6-Not eligible for either TAS or SWP,309,134,23,20.06,311,4101120,643,Greater Albany School District,0.925,Oak Elementary School,0.00324,0,0,0.00324,0.11974,0.78641,0.08738,0.4336569579288026,0.0744336569579288,4,28.6,23.2,21.4,26.8,30.2,27.2,21,21.6,0.2363517489375613,0.2876757110166721,0.18666230794377248,0.13239620791108206,0.14220333442301406,0.014710689767898006,3.7,89.7,19.8,10.1,5.8,10.6,29.8,8.5,32.6,25461,888
410112000672,4101120,Linn County,97322,13-City: Small,6-Not eligible for either TAS or SWP,309,134,23,20.06,311,4101120,643,Greater Albany School District,0.925,Oak Elementary School,0.00324,0,0,0.00324,0.11974,0.78641,0.08738,0.4336569579288026,0.0744336569579288,5,29.3,29.3,19,22.4,30.2,27.2,21,21.6,0.2363517489375613,0.2876757110166721,0.18666230794377248,0.13239620791108206,0.14220333442301406,0.014710689767898006,3.7,89.7,19.8,10.1,5.8,10.6,29.8,8.5,32.6,25461,888
410883001484,4108830,Clackamas County,97222,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,338,127,35,17.7,333,4108830,3342,North Clackamas School District,0.972,Oak Grove Elementary,0.00304,0.01216,0,0.01824,0.16413,0.68085,0.12158,0.3757396449704142,0.10355029585798817,3,16.1,21.4,32.1,30.4,14.1,25,29.5,31.4,0.2093555773634282,0.25711481844946027,0.17827935884854432,0.1347726529277069,0.18874713771671572,0.03173045469414459,3,91.7,31.1,9.4,10.8,15.9,26.8,6.5,33,34855,1145
410883001484,4108830,Clackamas County,97222,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,338,127,35,17.7,333,4108830,3342,North Clackamas School District,0.972,Oak Grove Elementary,0.00304,0.01216,0,0.01824,0.16413,0.68085,0.12158,0.3757396449704142,0.10355029585798817,4,10.7,21.4,26.8,41.1,14.1,25,29.5,31.4,0.2093555773634282,0.25711481844946027,0.17827935884854432,0.1347726529277069,0.18874713771671572,0.03173045469414459,3,91.7,31.1,9.4,10.8,15.9,26.8,6.5,33,34855,1145
410883001484,4108830,Clackamas County,97222,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,338,127,35,17.7,333,4108830,3342,North Clackamas School District,0.972,Oak Grove Elementary,0.00304,0.01216,0,0.01824,0.16413,0.68085,0.12158,0.3757396449704142,0.10355029585798817,5,15.9,34.1,29.5,20.5,14.1,25,29.5,31.4,0.2093555773634282,0.25711481844946027,0.17827935884854432,0.1347726529277069,0.18874713771671572,0.03173045469414459,3,91.7,31.1,9.4,10.8,15.9,26.8,6.5,33,34855,1145
410804000435,4108040,Jackson County,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,546,365,46,21.73,193,4108040,415,Medford School District,0.886,Oak Grove Elementary School,0.00422,0.00422,0.00422,0.00633,0.38186,0.5654,0.03376,0.6684981684981685,0.08424908424908426,3,19,13.9,39.2,27.8,19.5,28.7,23.4,28.4,0.2229470452801228,0.24865694551036072,0.17459708365310822,0.13737528779739064,0.17536454336147353,0.04105909439754413,6.9,83.8,17.8,6.7,6.7,10.5,29.2,10.4,30.4,25072,931
410804000435,4108040,Jackson County,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,546,365,46,21.73,193,4108040,415,Medford School District,0.886,Oak Grove Elementary School,0.00422,0.00422,0.00422,0.00633,0.38186,0.5654,0.03376,0.6684981684981685,0.08424908424908426,4,18.8,27.5,14.5,39.1,19.5,28.7,23.4,28.4,0.2229470452801228,0.24865694551036072,0.17459708365310822,0.13737528779739064,0.17536454336147353,0.04105909439754413,6.9,83.8,17.8,6.7,6.7,10.5,29.2,10.4,30.4,25072,931
410804000435,4108040,Jackson County,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,546,365,46,21.73,193,4108040,415,Medford School District,0.886,Oak Grove Elementary School,0.00422,0.00422,0.00422,0.00633,0.38186,0.5654,0.03376,0.6684981684981685,0.08424908424908426,5,19.7,31.6,17.1,31.6,19.5,28.7,23.4,28.4,0.2229470452801228,0.24865694551036072,0.17459708365310822,0.13737528779739064,0.17536454336147353,0.04105909439754413,6.9,83.8,17.8,6.7,6.7,10.5,29.2,10.4,30.4,25072,931
410804000435,4108040,Jackson County,97501,13-City: Small,5-Eligible for Title I SWP provides SWP program,546,365,46,21.73,193,4108040,415,Medford School District,0.886,Oak Grove Elementary School,0.00422,0.00422,0.00422,0.00633,0.38186,0.5654,0.03376,0.6684981684981685,0.08424908424908426,6,20.7,46.6,20.7,12.1,19.5,28.7,23.4,28.4,0.2229470452801228,0.24865694551036072,0.17459708365310822,0.13737528779739064,0.17536454336147353,0.04105909439754413,6.9,83.8,17.8,6.7,6.7,10.5,29.2,10.4,30.4,25072,931
410112000017,4101120,Benton County,97321,41-Rural: Fringe,6-Not eligible for either TAS or SWP,267,50,10,25.43,466,4101120,639,Greater Albany School District,0.925,Oak Grove Elementary School,0.00278,0.01111,0.00278,0.00278,0.04722,0.86667,0.06667,0.18726591760299627,0.03745318352059925,3,44.4,22.2,22.2,11.1,40.8,31.7,17,10.6,0.17269795772124685,0.18201361519168757,0.146900752418488,0.14905051952705123,0.2830526692941598,0.06628448584736654,1.5,95.4,36.4,9.3,14,22.1,20.8,5.2,27.1,23648,962
410112000017,4101120,Benton County,97321,41-Rural: Fringe,6-Not eligible for either TAS or SWP,267,50,10,25.43,466,4101120,639,Greater Albany School District,0.925,Oak Grove Elementary School,0.00278,0.01111,0.00278,0.00278,0.04722,0.86667,0.06667,0.18726591760299627,0.03745318352059925,4,44.6,25,14.3,16.1,40.8,31.7,17,10.6,0.17269795772124685,0.18201361519168757,0.146900752418488,0.14905051952705123,0.2830526692941598,0.06628448584736654,1.5,95.4,36.4,9.3,14,22.1,20.8,5.2,27.1,23648,962
410112000017,4101120,Benton County,97321,41-Rural: Fringe,6-Not eligible for either TAS or SWP,267,50,10,25.43,466,4101120,639,Greater Albany School District,0.925,Oak Grove Elementary School,0.00278,0.01111,0.00278,0.00278,0.04722,0.86667,0.06667,0.18726591760299627,0.03745318352059925,5,35.6,43.3,14.4,6.7,40.8,31.7,17,10.6,0.17269795772124685,0.18201361519168757,0.146900752418488,0.14905051952705123,0.2830526692941598,0.06628448584736654,1.5,95.4,36.4,9.3,14,22.1,20.8,5.2,27.1,23648,962
411197000706,4111970,Linn County,97386,32-Town: Distant,5-Eligible for Title I SWP provides SWP program,286,181,21,18.04,258,4111970,666,Sweet Home School District,0.936,Oak Heights Elementary School,0.01049,0,0,0,0.06993,0.82867,0.09091,0.6328671328671329,0.07342657342657342,3,19,11.9,40.5,28.6,12.9,18.1,32.7,36.3,0.2723292469352014,0.266199649737303,0.19702276707530647,0.12171628721541156,0.12521891418563924,0.017513134851138354,3.1,86.9,8.3,9.1,2.5,7.9,37.1,9.8,25.5,25461,888
